,Ranking,m/z A,Interpretation A,error A,m/z B,Interpretation B,error B
19499,229,660.881708,No Match,-1000.0,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897
14507,230,540.804661,y10 (+2) (C13),-0.00153649,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392
14978,231,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839,288.204002,y2 (+1),-0.00098585
23313,232,690.379342,y13 (+2) (C13),-0.0021571,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
28303,233,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707,666.887703,No Match,-1000.0
2882,234,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975,625.839478,No Match,-1000.0
26574,235,753.896121,No Match,-1000.0,681.870748,No Match,-1000.0
12220,236,531.297907,y10-H2O (+2),-0.00174225,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306
29116,237,1009.566717,y9 (+1) (C13),-0.00485823,517.276486,No Match,-1000.0
15248,238,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039,659.353388,No Match,-1000.0
1466,239,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032,535.850077,No Match,-1000.0
3363,240,371.193813,internal 3:6 (+1),-0.00130197,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
1522,241,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032,688.870291,No Match,-1000.0
20403,242,667.861197,y13-CO-NH3 (+2) (C13),0.00525604,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917
5130,243,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273,541.306032,No Match,-1000.0
20466,244,667.861197,y13-CO-NH3 (+2) (C13),0.00525604,654.860832,y12 (+2) (C13),-0.00220399
16209,245,597.848378,No Match,-1000.0,402.292021,y3 (+1) (C13),-0.00158604
11687,246,530.621016,Parent-H2O (+3) (C13),-0.00031981,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273
11779,247,530.621016,Parent-H2O (+3) (C13),-0.00031981,668.863524,y13-HNCNH (+2),0.00108448
17372,248,629.40075,y5 (+1),-0.00266287,745.895269,y14-H2O (+2) (C13),-0.0020699
7456,249,487.266092,y9-H2O-NH3 (+2),-0.00175869,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827
17016,250,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267,721.890295,No Match,-1000.0
25845,251,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827,597.848378,No Match,-1000.0
2766,252,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933,757.460091,y6 (+1),-0.00342636
18797,253,654.860832,y12 (+2) (C13),-0.00220399,201.087675,internal 2:3 (+1),-0.00069166
27177,254,757.460091,y6 (+1),-0.00342636,429.1995,internal 2:5 (+1),-0.00150966
11374,255,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775
14472,256,540.804661,y10 (+2) (C13),-0.00153649,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
8560,257,500.273383,b5-CO (+1),-0.00189337,460.254049,No Match,-1000.0
19827,258,661.357419,No Match,-1000.0,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116
18210,259,646.372715,No Match,-1000.0,661.858094,No Match,-1000.0
7257,260,486.22122,No Match,-1000.0,675.869221,No Match,-1000.0
25983,261,746.892819,No Match,-1000.0,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
23507,262,691.382239,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
461,263,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,661.357419,No Match,-1000.0
8581,264,500.273383,b5-CO (+1),-0.00189337,505.285893,y9 (+2) (C13),-0.00132538
16135,265,597.346987,y11 (+2) (C13),-0.0018305,682.371222,No Match,-1000.0
3943,266,397.19662,b8 (+2),-0.00103496,666.887703,No Match,-1000.0
24321,267,722.392114,No Match,-1000.0,691.382239,No Match,-1000.0
29322,268,1079.601791,y10 (+1),-0.00617328,588.337358,y11-H2O (+2) (C13),0.00251616
26684,269,754.399472,y14 (+2),-0.00266797,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363
7746,270,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435,588.337358,y11-H2O (+2) (C13),0.00251616
20649,271,667.887312,No Match,-1000.0,667.861197,y13-CO-NH3 (+2) (C13),0.00525604
17243,272,629.40075,y5 (+1),-0.00266287,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
1047,273,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,187.072039,internal 3:4 (+1),-0.00070573
8335,274,497.264778,internal 4:13-CO (+2) (C13),-0.00147714,758.462697,y6 (+1) (C13),-0.00267753
4195,275,399.225909,y7-NH3 (+2),0.00351886,371.193813,internal 3:6 (+1),-0.00130197
27067,276,755.402417,No Match,-1000.0,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267
4747,277,402.292021,y3 (+1) (C13),-0.00158604,500.273383,b5-CO (+1),-0.00189337
17487,278,630.403825,y5 (+1) (C13),-0.00238304,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
18273,279,646.851595,No Match,-1000.0,187.072039,internal 3:4 (+1),-0.00070573
23649,280,691.382239,No Match,-1000.0,759.893576,No Match,-1000.0
2575,281,288.204002,y2 (+1),-0.00098585,722.392114,No Match,-1000.0
1,282,156.102426,No Match,-1000.0,175.119605,y1 (+1),-0.00065283
18324,283,646.851595,No Match,-1000.0,504.784561,y9 (+2),-0.0016708
29893,284,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,722.392114,No Match,-1000.0
18852,285,654.860832,y12 (+2) (C13),-0.00220399,521.631926,No Match,-1000.0
17258,286,629.40075,y5 (+1),-0.00266287,428.215597,internal 3:7 (+1),-0.00162225
17250,287,629.40075,y5 (+1),-0.00266287,399.225909,y7-NH3 (+2),0.00351886
9758,288,505.787346,No Match,-1000.0,288.204002,y2 (+1),-0.00098585
1178,289,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,690.880814,No Match,-1000.0
10226,290,517.276486,No Match,-1000.0,690.880814,No Match,-1000.0
14136,291,537.279979,internal 3:8-CO (+1),-0.00200701,487.266092,y9-H2O-NH3 (+2),-0.00175869
898,292,201.087675,internal 2:3 (+1),-0.00069166,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935
22688,293,688.870291,No Match,-1000.0,530.954686,No Match,-1000.0
25419,294,745.895269,y14-H2O (+2) (C13),-0.0020699,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933
27957,295,814.482029,y7 (+1),-0.00390064,667.861197,y13-CO-NH3 (+2) (C13),0.00525604
13083,296,535.955778,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
2828,297,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
24688,298,726.38,No Match,-1000.0,754.901072,y14 (+2) (C13),-0.00259056
2665,299,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933,505.285893,y9 (+2) (C13),-0.00132538
3405,300,371.193813,internal 3:6 (+1),-0.00130197,629.40075,y5 (+1),-0.00266287
186,301,175.119605,y1 (+1),-0.00065283,266.125697,internal 6:8 (+1) / internal 3:8-H2O-NH3 (+2) (C13) / internal 5:10-NH3-NH3 (+2) (C13),-0.00093117
13130,302,535.955778,No Match,-1000.0,536.959897,No Match,-1000.0
20897,303,668.386186,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
20811,304,668.361566,No Match,-1000.0,646.851595,No Match,-1000.0
15305,305,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039,1009.566717,y9 (+1) (C13),-0.00485823
11315,306,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392,201.087675,internal 2:3 (+1),-0.00069166
25438,307,745.895269,y14-H2O (+2) (C13),-0.0020699,460.254049,No Match,-1000.0
598,308,187.072039,internal 3:4 (+1),-0.00070573,536.182618,No Match,-1000.0
17160,309,625.839478,No Match,-1000.0,654.860832,y12 (+2) (C13),-0.00220399
22191,310,682.371222,No Match,-1000.0,597.848378,No Match,-1000.0
29679,311,1091.55473,internal 3:13 (+1),-0.00673118,629.40075,y5 (+1),-0.00266287
2088,312,266.125697,internal 6:8 (+1) / internal 3:8-H2O-NH3 (+2) (C13) / internal 5:10-NH3-NH3 (+2) (C13),-0.00093117,156.102426,No Match,-1000.0
20155,313,666.887703,No Match,-1000.0,745.394437,y14-H2O (+2),-0.00291531
12128,314,531.286332,No Match,-1000.0,675.365928,y13-HCOH (+2) (C13),0.0059744
10655,315,524.284538,Parent-H2O-H2O (+3),-0.00181498,486.22122,No Match,-1000.0
1349,316,202.121175,internal 10:11-CO-CO (+1),-0.00255717,689.374307,No Match,-1000.0
17277,317,629.40075,y5 (+1),-0.00266287,501.360683,y4 (+1) (C13),-0.00183413
3541,318,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,524.284538,Parent-H2O-H2O (+3),-0.00181498
23852,319,717.904469,No Match,-1000.0,288.204002,y2 (+1),-0.00098585
22271,320,682.371222,No Match,-1000.0,1205.641873,internal 3:14 (+1) (C13),-0.00645537
28579,321,952.544553,y8 (+1) (C13),-0.00415795,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
21676,322,680.872829,y13-H2O (+2),-0.00260386,630.403825,y5 (+1) (C13),-0.00238304
1019,323,201.087675,internal 2:3 (+1),-0.00069166,746.892819,No Match,-1000.0
28716,324,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
14,325,156.102426,No Match,-1000.0,288.204002,y2 (+1),-0.00098585
21760,326,681.370686,y13-H2O (+2) (C13),0.00121656,230.116129,internal 10:11-CO (+1),-0.00259655
18942,327,654.860832,y12 (+2) (C13),-0.00220399,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757
18231,328,646.372715,No Match,-1000.0,691.382239,No Match,-1000.0
3127,329,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,1080.604578,y10 (+1) (C13),-0.00560545
4106,330,398.232448,No Match,-1000.0,646.372715,No Match,-1000.0
14190,331,537.279979,internal 3:8-CO (+1),-0.00200701,610.345456,No Match,-1000.0
5136,332,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273,588.337358,y11-H2O (+2) (C13),0.00251616
2206,333,266.125697,internal 6:8 (+1) / internal 3:8-H2O-NH3 (+2) (C13) / internal 5:10-NH3-NH3 (+2) (C13),-0.00093117,667.887312,No Match,-1000.0
12210,334,531.297907,y10-H2O (+2),-0.00174225,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
7402,335,487.266092,y9-H2O-NH3 (+2),-0.00175869,599.30583,b6 (+1),-0.00231197
3955,336,397.19662,b8 (+2),-0.00103496,682.371222,No Match,-1000.0
25391,337,745.394437,y14-H2O (+2),-0.00291531,815.484834,y7 (+1) (C13),-0.00335081
10794,338,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
10458,339,521.631926,No Match,-1000.0,316.114992,internal 2:4 (+1),-0.00106564
7867,340,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,476.273741,y8 (+2),-0.00158266
8596,341,500.273383,b5-CO (+1),-0.00189337,531.297907,y10-H2O (+2),-0.00174225
22308,342,682.872369,No Match,-1000.0,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566
14465,343,540.804661,y10 (+2) (C13),-0.00153649,398.232448,No Match,-1000.0
21652,344,680.872829,y13-H2O (+2),-0.00260386,536.182618,No Match,-1000.0
27491,345,758.462697,y6 (+1) (C13),-0.00267753,1205.641873,internal 3:14 (+1) (C13),-0.00645537
26700,346,754.399472,y14 (+2),-0.00266797,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486
12817,347,532.294456,y10-NH3 (+2) (C13),-0.00460604,666.887703,No Match,-1000.0
25670,348,746.307712,No Match,-1000.0,597.346987,y11 (+2) (C13),-0.0018305
11500,349,530.2879,Parent-H2O (+3),-0.00165542,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975
18115,350,646.372715,No Match,-1000.0,371.193813,internal 3:6 (+1),-0.00130197
29933,351,1204.639002,internal 3:14 (+1),-0.0069392,201.087675,internal 2:3 (+1),-0.00069166
11194,352,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,517.276486,No Match,-1000.0
26120,353,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673
26028,354,746.892819,No Match,-1000.0,645.850301,y12-H2O (+2) (C13),0.00304467
19923,355,661.858094,No Match,-1000.0,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
26402,356,750.356517,internal 3:10 (+1),-0.00358916,682.872369,No Match,-1000.0
15114,357,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757
19397,358,660.387149,No Match,-1000.0,540.804661,y10 (+2) (C13),-0.00153649
29781,359,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007,402.292021,y3 (+1) (C13),-0.00158604
20700,360,667.887312,No Match,-1000.0,1079.601791,y10 (+1),-0.00617328
23980,361,717.904469,No Match,-1000.0,731.912667,No Match,-1000.0
21976,362,681.870748,No Match,-1000.0,503.268414,No Match,-1000.0
6986,363,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306,401.288604,y3 (+1),-0.00152387
12445,364,531.621297,No Match,-1000.0,596.845575,y11 (+2),-0.00209592
27626,365,759.391959,No Match,-1000.0,690.880814,No Match,-1000.0
14680,366,541.306032,No Match,-1000.0,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775
25407,367,745.895269,y14-H2O (+2) (C13),-0.0020699,187.072039,internal 3:4 (+1),-0.00070573
14213,368,537.279979,internal 3:8-CO (+1),-0.00200701,668.361566,No Match,-1000.0
1924,369,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897,230.116129,internal 10:11-CO (+1),-0.00259655
3189,370,316.114992,internal 2:4 (+1),-0.00106564,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
25003,371,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432,668.863524,y13-HNCNH (+2),0.00108448
3455,372,371.193813,internal 3:6 (+1),-0.00130197,746.892819,No Match,-1000.0
26266,373,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,1008.563901,y9 (+1),-0.00539706
980,374,201.087675,internal 2:3 (+1),-0.00069166,659.353388,No Match,-1000.0
26449,375,753.896121,No Match,-1000.0,175.119605,y1 (+1),-0.00065283
10936,376,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,746.395337,internal 5:12-H2O-CO (+1) / internal 5:12-HCOOH (+1) / internal 6:13-H2O-CO (+1) / internal 6:13-HCOOH (+1),-0.00093827
9044,377,501.360683,y4 (+1) (C13),-0.00183413,1091.55473,internal 3:13 (+1),-0.00673118
20888,378,668.386186,No Match,-1000.0,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032
26454,379,753.896121,No Match,-1000.0,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
6824,380,482.226425,internal 2:6-H2O (+1) / internal 2:11-H2O-CO (+2) (C13) / internal 2:11-HCOOH (+2) (C13),-0.00188557,476.775123,y8 (+2) (C13),-0.00128724
24444,381,725.878589,No Match,-1000.0,541.306032,No Match,-1000.0
27240,382,757.460091,y6 (+1),-0.00342636,610.345456,No Match,-1000.0
513,383,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116
7880,384,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,500.357482,y4 (+1),-0.00198796
14397,385,540.30326,y10 (+2),-0.00181291,683.374046,No Match,-1000.0
3266,386,316.114992,internal 2:4 (+1),-0.00106564,690.880814,No Match,-1000.0
8865,387,500.357482,y4 (+1),-0.00198796,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116
29315,388,1079.601791,y10 (+1),-0.00617328,540.804661,y10 (+2) (C13),-0.00153649
20483,389,667.861197,y13-CO-NH3 (+2) (C13),0.00525604,681.370686,y13-H2O (+2) (C13),0.00121656
20659,390,667.887312,No Match,-1000.0,682.371222,No Match,-1000.0
6503,391,476.273741,y8 (+2),-0.00158266,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392
3721,392,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342,530.621016,Parent-H2O (+3) (C13),-0.00031981
29331,393,1079.601791,y10 (+1),-0.00617328,629.40075,y5 (+1),-0.00266287
20911,394,668.386186,No Match,-1000.0,425.707564,b9 (+2),-0.0012471
24326,395,722.392114,No Match,-1000.0,725.878589,No Match,-1000.0
15012,396,554.760058,b11 (+2) (C13) / internal 2:12 (+2) (C13),-0.00147839,500.237156,internal 2:6 (+1),-0.00205188
13912,397,536.625725,Parent (+3) (C13),-0.00150724,1008.563901,y9 (+1),-0.00539706
1818,398,230.116129,internal 10:11-CO (+1),-0.00259655,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486
14754,399,541.306032,No Match,-1000.0,721.890295,No Match,-1000.0
5826,400,429.1995,internal 2:5 (+1),-0.00150966,541.306032,No Match,-1000.0
28586,401,952.544553,y8 (+1) (C13),-0.00415795,500.357482,y4 (+1),-0.00198796
1267,402,202.121175,internal 10:11-CO-CO (+1),-0.00255717,500.273383,b5-CO (+1),-0.00189337
460,403,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,660.881708,No Match,-1000.0
21925,404,681.870748,No Match,-1000.0,175.119605,y1 (+1),-0.00065283
12114,405,531.286332,No Match,-1000.0,654.860832,y12 (+2) (C13),-0.00220399
539,406,187.072039,internal 3:4 (+1),-0.00070573,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
6356,407,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566,597.346987,y11 (+2) (C13),-0.0018305
456,408,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,654.860832,y12 (+2) (C13),-0.00220399
7466,409,487.266092,y9-H2O-NH3 (+2),-0.00175869,759.391959,No Match,-1000.0
9793,410,505.787346,No Match,-1000.0,500.273383,b5-CO (+1),-0.00189337
26599,411,753.896121,No Match,-1000.0,750.356517,internal 3:10 (+1),-0.00358916
2634,412,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933,399.225909,y7-NH3 (+2),0.00351886
3350,413,371.193813,internal 3:6 (+1),-0.00130197,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
7924,414,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,599.30583,b6 (+1),-0.00231197
15727,415,588.337358,y11-H2O (+2) (C13),0.00251616,530.621016,Parent-H2O (+3) (C13),-0.00031981
19143,416,659.353388,No Match,-1000.0,187.072039,internal 3:4 (+1),-0.00070573
1041,417,201.087675,internal 2:3 (+1),-0.00069166,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
3998,418,397.19662,b8 (+2),-0.00103496,1091.55473,internal 3:13 (+1),-0.00673118
16675,419,603.793117,b12 (+2),-0.00200785,745.394437,y14-H2O (+2),-0.00291531
5116,420,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273,531.297907,y10-H2O (+2),-0.00174225
614,421,187.072039,internal 3:4 (+1),-0.00070573,597.346987,y11 (+2) (C13),-0.0018305
24362,422,725.878589,No Match,-1000.0,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384
3225,423,316.114992,internal 2:4 (+1),-0.00106564,597.848378,No Match,-1000.0
20095,424,666.887703,No Match,-1000.0,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658
3523,425,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
3915,426,397.19662,b8 (+2),-0.00103496,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
15336,427,566.278227,internal 3:8 (+1) (C13),-0.00198556,399.225909,y7-NH3 (+2),0.00351886
25045,428,732.407144,internal 8:14-CO-NH3 (+1),-0.0032432,951.541865,y8 (+1),-0.00482478
20630,429,667.887312,No Match,-1000.0,625.839478,No Match,-1000.0
6678,430,476.775123,y8 (+2) (C13),-0.00128724,530.2879,Parent-H2O (+3),-0.00165542
17362,431,629.40075,y5 (+1),-0.00266287,694.319024,internal 2:8 (+1),-0.0035443
27362,432,758.462697,y6 (+1) (C13),-0.00267753,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
24853,433,731.912667,No Match,-1000.0,745.394437,y14-H2O (+2),-0.00291531
3387,434,371.193813,internal 3:6 (+1),-0.00130197,537.279979,internal 3:8-CO (+1),-0.00200701
10306,435,521.297717,No Match,-1000.0,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306
3128,436,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,1091.55473,internal 3:13 (+1),-0.00673118
19169,437,659.353388,No Match,-1000.0,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273
20306,438,667.389809,No Match,-1000.0,675.365928,y13-HCOH (+2) (C13),0.0059744
13638,439,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,530.2879,Parent-H2O (+3),-0.00165542
3622,440,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,731.912667,No Match,-1000.0
21714,441,680.872829,y13-H2O (+2),-0.00260386,721.890295,No Match,-1000.0
12558,442,531.794223,y10-H2O (+2) (C13),0.00361917,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
17662,443,645.354248,y12-H2O (+2),-0.00257975,566.278227,internal 3:8 (+1) (C13),-0.00198556
13620,444,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,500.237156,internal 2:6 (+1),-0.00205188
26940,445,754.901072,y14 (+2) (C13),-0.00259056,736.389846,y14-H2O-H2O (+2),-0.00360666
